5.000,15.000
-0.00004,0.0,0.00004,0.00007,0.00011,0.00015,0.00018,0.00022,0.00026,0.00029
0.00011,0.00008,0.00006,0.00002,-0.00002,-0.00008,-0.00016,-0.00030,-0.00049,-0.00069
0.00006,0.00014,0.00022,0.00029,0.00038,0.00046,0.00057,0.00076,0.00109,0.00160
5.000,20.000
0.0,0.00004,0.00009,0.00013,0.00017,0.00022,0.00026,0.00030,0.00035,0.00039
0.00008,0.00007,0.00004,-0.00001,-0.00005,-0.00013,-0.00023,-0.00041,-0.00065,-0.00094
0.00006,0.00014,0.00022,0.00033,0.00045,0.00060,0.00076,0.00098,0.00141,0.00216
5.000,25.000
0.00004,0.00008,0.00013,0.00017,0.00022,0.00026,0.00031,0.00035,0.00041,0.00045
0.00005,0.00004,0.00001,-0.00003,-0.00007,-0.00015,-0.00027,-0.00050,-0.00084,-0.00124
0.00007,0.00016,0.00027,0.00043,0.00061,0.00080,0.00100,0.00125,0.00176,0.00255
5.000,30.000
0.00009,0.00013,0.00018,0.00022,0.00027,0.00031,0.00036,0.00040,0.00045,0.00049
0.00003,0.0,-0.00001,-0.00006,-0.00009,-0.00018,-0.00032,-0.00060,-0.00103,-0.00155
0.00008,0.00021,0.00035,0.00055,0.00077,0.00100,0.00124,0.00152,0.00211,0.00286
5.000,35.000
0.00014,0.00018,0.00023,0.00027,0.00032,0.00035,0.00040,0.00044,0.00049,0.00053
-0.00001,-0.00004,-0.00005,-0.00010,-0.00013,-0.00023,-0.00040,-0.00072,-0.00122,-0.00181
0.00013,0.00028,0.00045,0.00067,0.00092,0.00117,0.00144,0.00174,0.00235,0.00311
5.000,40.000
0.00021,0.00024,0.00029,0.00032,0.00037,0.00040,0.00045,0.00048,0.00052,0.00056
-0.00005,-0.00009,-0.00011,-0.00015,-0.00019,-0.00029,-0.00049,-0.00086,-0.00140,-0.00203
0.00021,0.00038,0.00056,0.00080,0.00106,0.00133,0.00162,0.00193,0.00253,0.00331
5.000,45.000
0.00027,0.00031,0.00035,0.00037,0.00041,0.00044,0.00048,0.00051,0.00055,0.00058
-0.00010,-0.00014,-0.00017,-0.00022,-0.00026,-0.00037,-0.00061,-0.00102,-0.00158,-0.00222
0.00032,0.00050,0.00070,0.00094,0.00119,0.00147,0.00177,0.00208,0.00263,0.00343
5.000,50.000
0.00035,0.00038,0.00041,0.00043,0.00046,0.00049,0.00052,0.00054,0.00057,0.00060
-0.00016,-0.00020,-0.00025,-0.00029,-0.00034,-0.00047,-0.00075,-0.00120,-0.00176,-0.00238
0.00046,0.00065,0.00086,0.00109,0.00132,0.00159,0.00189,0.00220,0.00266,0.00350
8.000,-10.000
-0.00034,-0.00032,-0.00030,-0.00029,-0.00028,-0.00025,-0.00022,-0.00020,-0.00018,-0.00016
0.00006,0.00006,0.00005,0.00006,0.00004,0.00004,0.00004,0.00004,0.00002,0.00001
0.00013,0.00026,0.00042,0.00053,0.00060,0.00051,0.00034,0.00030,0.00035,0.00042
8.000,-5.000
-0.00028,-0.00026,-0.00024,-0.00024,-0.00022,-0.00019,-0.00017,-0.00017,-0.00014,-0.00012
0.00006,0.00006,0.00005,0.00007,0.00004,0.00005,0.00003,0.00003,0.00003,0.00002
0.00007,0.00017,0.00028,0.00039,0.00050,0.00045,0.00026,0.00027,0.00030,0.00034
8.000,0.0
-0.00021,-0.00019,-0.00017,-0.00017,-0.00015,-0.00012,-0.00010,-0.00011,-0.00008,-0.00006
0.00006,0.00006,0.00005,0.00006,0.00004,0.00004,0.00001,-0.00001,-0.00003,-0.00006
0.00003,0.00012,0.00020,0.00031,0.00042,0.00041,0.00025,0.00030,0.00035,0.00042
8.000,5.000
-0.00013,-0.00008,-0.00006,-0.00007,-0.00006,-0.00003,-0.00001,0.0,0.00002,0.00003
0.00004,0.00004,0.00003,0.00003,0.00002,0.00001,-0.00004,-0.00010,-0.00018,-0.00024
0.00003,0.00012,0.00020,0.00029,0.00036,0.00037,0.00031,0.00039,0.00051,0.00066
8.000,10.000
-0.00006,0.00002,0.00004,0.00004,0.00003,0.00005,0.00008,0.00010,0.00012,0.00012
0.00003,0.00002,0.00002,0.00001,0.0,-0.00002,-0.00009,-0.00020,-0.00033,-0.00047
0.00003,0.00012,0.00020,0.00029,0.00034,0.00036,0.00042,0.00053,0.00075,0.00104
8.000,13.000
-0.00006,0.00002,0.00005,0.00005,0.00006,0.00008,0.00012,0.00015,0.00017,0.00018
0.00003,0.00002,0.00002,0.00001,-0.00001,-0.00004,-0.00011,-0.00024,-0.00041,-0.00062
0.00003,0.00012,0.00020,0.00029,0.00035,0.00040,0.00050,0.00064,0.00096,0.00137
8.000,15.000
-0.00006,0.00002,0.00005,0.00006,0.00008,0.00010,0.00014,0.00018,0.00021,0.00022
0.00003,0.00002,0.00002,0.00001,-0.00001,-0.00005,-0.00013,-0.00026,-0.00047,-0.00073
0.00003,0.00012,0.00020,0.00029,0.00036,0.00044,0.00056,0.00072,0.00110,0.00159
8.000,20.000
-0.00006,0.00002,0.00006,0.00009,0.00013,0.00016,0.00020,0.00025,0.00030,0.00032
0.00003,0.00002,0.00002,0.00001,-0.00003,-0.00009,-0.00018,-0.00033,-0.00062,-0.00102
0.00003,0.00012,0.00020,0.00031,0.00042,0.00057,0.00075,0.00096,0.00145,0.00215
8.000,25.000
0.0,0.00007,0.00009,0.00015,0.00018,0.00022,0.00026,0.00032,0.00035,0.00039
0.00001,0.00001,0.0,-0.00001,-0.00005,-0.00013,-0.00023,-0.00042,-0.00082,-0.00133
0.00005,0.00015,0.00026,0.00041,0.00057,0.00077,0.00100,0.00124,0.00178,0.00254
8.000,30.000
0.00007,0.00012,0.00014,0.00021,0.00024,0.00028,0.00033,0.00038,0.00040,0.00045
-0.00001,-0.00001,-0.00003,-0.00004,-0.00008,-0.00018,-0.00029,-0.00052,-0.00102,-0.00164
0.00008,0.00021,0.00035,0.00053,0.00073,0.00097,0.00125,0.00153,0.00208,0.00286
8.000,35.000
0.00013,0.00018,0.00019,0.00027,0.00030,0.00034,0.00039,0.00043,0.00045,0.00050
-0.00003,-0.00003,-0.00005,-0.00007,-0.00011,-0.00023,-0.00037,-0.00063,-0.00121,-0.00191
0.00014,0.00029,0.00045,0.00065,0.00088,0.00115,0.00146,0.00176,0.00231,0.00311
8.000,40.000
0.00020,0.00024,0.00025,0.00033,0.00036,0.00040,0.00044,0.00048,0.00049,0.00055
-0.00005,-0.00006,-0.00008,-0.00010,-0.00016,-0.00030,-0.00046,-0.00075,-0.00139,-0.00217
0.00022,0.00039,0.00057,0.00078,0.00103,0.00131,0.00163,0.00195,0.00248,0.00330
8.000,45.000
0.00026,0.00030,0.00032,0.00038,0.00042,0.00045,0.00049,0.00052,0.00054,0.00059
-0.00007,-0.00009,-0.00010,-0.00014,-0.00020,-0.00036,-0.00056,-0.00087,-0.00157,-0.00239
0.00033,0.00051,0.00070,0.00092,0.00117,0.00146,0.00178,0.00210,0.00259,0.00342
8.000,50.000
0.00032,0.00037,0.00039,0.00044,0.00049,0.00051,0.00054,0.00056,0.00058,0.00063
-0.00009,-0.00012,-0.00013,-0.00018,-0.00026,-0.00044,-0.00068,-0.00101,-0.00174,-0.00260
0.00046,0.00066,0.00085,0.00106,0.00131,0.00159,0.00190,0.00221,0.00265,0.00348
10.000,-10.000
-0.00038,-0.00035,-0.00032,-0.00029,-0.00026,-0.00023,-0.00023,-0.00020,-0.00017,-0.00014
-0.00007,-0.00007,-0.00007,-0.00006,-0.00004,-0.00004,-0.00004,-0.00004,-0.00003,-0.00003
0.00014,0.00023,0.00039,0.00052,0.00058,0.00046,0.00033,0.00032,0.00036,0.00045
10.000,-5.000
-0.00033,-0.00031,-0.00028,-0.00026,-0.00023,-0.00020,-0.00016,-0.00015,-0.00010,-0.00006
0.00003,0.00002,0.00002,0.00002,0.00002,0.00001,0.0,0.0,0.0,0.00001
0.00009,0.00017,0.00028,0.00039,0.00050,0.00043,0.00027,0.00027,0.00031,0.00036
10.000,0.0
-0.00027,-0.00025,-0.00022,-0.00020,-0.00017,-0.00014,-0.00009,-0.00009,-0.00004,0.00001
0.00008,0.00007,0.00007,0.00006,0.00005,0.00003,0.0,-0.00001,-0.00004,-0.00006
0.00006,0.00013,0.00022,0.00031,0.00043,0.00040,0.00027,0.00030,0.00036,0.00043
10.000,5.000
-0.00018,-0.00016,-0.00013,-0.00011,-0.00008,-0.00005,-0.00001,-0.00001,0.00002,0.00006
0.00006,0.00006,0.00005,0.00004,0.00002,0.0,-0.00004,-0.00010,-0.00018,-0.00025
0.00006,0.00013,0.00022,0.00028,0.00037,0.00038,0.00032,0.00041,0.00053,0.00067
10.000,10.000
-0.00009,-0.00007,-0.00004,-0.00002,0.00001,0.00003,0.00006,0.00006,0.00009,0.00011
0.00004,0.00004,0.00003,0.00002,0.0,-0.00002,-0.00009,-0.00019,-0.00033,-0.00049
0.00006,0.00013,0.00022,0.00028,0.00034,0.00036,0.00042,0.00057,0.00078,0.00105
10.000,13.000
-0.00007,-0.00005,-0.00002,0.0,0.00004,0.00006,0.00010,0.00010,0.00013,0.00016
0.00003,0.00003,0.00002,0.00001,-0.00001,-0.00003,-0.00011,-0.00023,-0.00042,-0.00064
0.00006,0.00013,0.00022,0.00028,0.00035,0.00040,0.00050,0.00068,0.00098,0.00138
10.000,15.000
-0.00006,-0.00004,-0.00001,0.00002,0.00006,0.00008,0.00013,0.00013,0.00016,0.00020
0.00002,0.00002,0.00001,0.0,-0.00001,-0.00004,-0.00012,-0.00026,-0.00048,-0.00075
0.00006,0.00013,0.00022,0.00028,0.00036,0.00044,0.00056,0.00076,0.00112,0.00161
10.000,20.000
-0.00004,-0.00002,0.00001,0.00006,0.00011,0.00014,0.00019,0.00021,0.00024,0.00029
-0.00003,-0.00004,-0.00004,-0.00006,-0.00007,-0.00010,-0.00020,-0.00037,-0.00068,-0.00107
0.00006,0.00013,0.00022,0.00031,0.00043,0.00058,0.00075,0.00099,0.00147,0.00218
10.000,25.000
0.00001,0.00004,0.00008,0.00013,0.00017,0.00022,0.00025,0.00029,0.00033,0.00037
-0.00005,-0.00006,-0.00007,-0.00009,-0.00011,-0.00016,-0.00027,-0.00047,-0.00091,-0.00139
0.00008,0.00016,0.00028,0.00043,0.00059,0.00078,0.00101,0.00127,0.00180,0.00258
10.000,30.000
0.00006,0.00011,0.00016,0.00021,0.00024,0.00029,0.00031,0.00037,0.00042,0.00044
-0.00007,-0.00009,-0.00010,-0.00012,-0.00016,-0.00022,-0.00035,-0.00058,-0.00114,-0.00171
0.00012,0.00021,0.00036,0.00056,0.00076,0.00098,0.00127,0.00155,0.00212,0.00289
10.000,35.000
0.00011,0.00017,0.00023,0.00028,0.00030,0.00035,0.00037,0.00043,0.00049,0.00050
-0.00007,-0.00010,-0.00011,-0.00013,-0.00019,-0.00027,-0.00042,-0.00068,-0.00132,-0.00197
0.00018,0.00028,0.00046,0.00069,0.00091,0.00116,0.00148,0.00177,0.00235,0.00314
10.000,40.000
0.00017,0.00023,0.00029,0.00034,0.00036,0.00041,0.00042,0.00049,0.00054,0.00056
-0.00008,-0.00010,-0.00012,-0.00015,-0.00021,-0.00032,-0.00050,-0.00079,-0.00148,-0.00222
0.00026,0.00039,0.00058,0.00083,0.00107,0.00133,0.00167,0.00197,0.00253,0.00333
10.000,45.000
0.00023,0.00029,0.00034,0.00039,0.00041,0.00045,0.00047,0.00053,0.00058,0.00061
-0.00010,-0.00012,-0.00015,-0.00018,-0.00025,-0.00039,-0.00061,-0.00093,-0.00164,-0.00244
0.00038,0.00053,0.00073,0.00098,0.00122,0.00149,0.00184,0.00214,0.00266,0.00346
10.000,50.000
0.00029,0.00034,0.00039,0.00044,0.00046,0.00049,0.00052,0.00057,0.00060,0.00065
-0.00015,-0.00016,-0.00019,-0.00024,-0.00031,-0.00049,-0.00074,-0.00109,-0.00179,-0.00267
0.00051,0.00070,0.00090,0.00113,0.00137,0.00164,0.00197,0.00227,0.00273,0.00352
15.000,-10.000
-0.00038,-0.00035,-0.00032,-0.00029,-0.00026,-0.00023,-0.00023,-0.00020,-0.00017,-0.00014
-0.00007,-0.00007,-0.00007,-0.00006,-0.00004,-0.00004,-0.00004,-0.00004,-0.00003,-0.00003
0.00014,0.00023,0.00039,0.00052,0.00058,0.00046,0.00033,0.00032,0.00036,0.00045
15.000,-5.000
-0.00033,-0.00031,-0.00028,-0.00026,-0.00023,-0.00020,-0.00016,-0.00015,-0.00010,-0.00006
0.00003,0.00002,0.00002,0.00002,0.00002,0.00001,0.0,0.0,0.0,0.00001
0.00009,0.00017,0.00028,0.00039,0.00050,0.00043,0.00027,0.00027,0.00031,0.00036
15.000,0.0
-0.00027,-0.00025,-0.00022,-0.00020,-0.00017,-0.00014,-0.00009,-0.00009,-0.00004,0.00001
0.00008,0.00007,0.00007,0.00006,0.00005,0.00003,0.0,-0.00001,-0.00004,-0.00006
0.00006,0.00013,0.00022,0.00031,0.00043,0.00040,0.00027,0.00030,0.00036,0.00043
15.000,5.000
-0.00018,-0.00016,-0.00013,-0.00011,-0.00008,-0.00005,-0.00001,-0.00001,0.00002,0.00006
0.00006,0.00006,0.00005,0.00004,0.00002,0.0,-0.00004,-0.00010,-0.00018,-0.00025
0.00006,0.00013,0.00022,0.00028,0.00037,0.00038,0.00032,0.00041,0.00053,0.00067
15.000,10.000
-0.00009,-0.00007,-0.00004,-0.00002,0.00001,0.00003,0.00006,0.00006,0.00009,0.00011
0.00004,0.00004,0.00003,0.00002,0.0,-0.00002,-0.00009,-0.00019,-0.00033,-0.00049
0.00006,0.00013,0.00022,0.00028,0.00034,0.00036,0.00042,0.00057,0.00078,0.00105
15.000,13.000
-0.00007,-0.00005,-0.00002,0.0,0.00004,0.00006,0.00010,0.00010,0.00013,0.00016
0.00003,0.00003,0.00002,0.00001,-0.00001,-0.00003,-0.00011,-0.00023,-0.00042,-0.00064
0.00006,0.00013,0.00022,0.00028,0.00035,0.00040,0.00050,0.00068,0.00098,0.00138
15.000,15.000
-0.00006,-0.00004,-0.00001,0.00002,0.00006,0.00008,0.00013,0.00013,0.00016,0.00020
0.00002,0.00002,0.00001,0.0,-0.00001,-0.00004,-0.00012,-0.00026,-0.00048,-0.00075
0.00006,0.00013,0.00022,0.00028,0.00036,0.00044,0.00056,0.00076,0.00112,0.00161
15.000,20.000
-0.00004,-0.00002,0.00001,0.00006,0.00011,0.00014,0.00019,0.00021,0.00024,0.00029
-0.00003,-0.00004,-0.00004,-0.00006,-0.00007,-0.00010,-0.00020,-0.00037,-0.00068,-0.00107
0.00006,0.00013,0.00022,0.00031,0.00043,0.00058,0.00075,0.00099,0.00147,0.00218
15.000,25.000
0.00001,0.00004,0.00008,0.00013,0.00017,0.00022,0.00025,0.00029,0.00033,0.00037
-0.00005,-0.00006,-0.00007,-0.00009,-0.00011,-0.00016,-0.00027,-0.00047,-0.00091,-0.00139
0.00008,0.00016,0.00028,0.00043,0.00059,0.00078,0.00101,0.00127,0.00180,0.00258
15.000,30.000
0.00006,0.00011,0.00016,0.00021,0.00024,0.00029,0.00031,0.00037,0.00042,0.00044
-0.00007,-0.00009,-0.00010,-0.00012,-0.00016,-0.00022,-0.00035,-0.00058,-0.00114,-0.00171
0.00012,0.00021,0.00036,0.00056,0.00076,0.00098,0.00127,0.00155,0.00212,0.00289
15.000,35.000
0.00011,0.00017,0.00023,0.00028,0.00030,0.00035,0.00037,0.00043,0.00049,0.00050
-0.00007,-0.00010,-0.00011,-0.00013,-0.00019,-0.00027,-0.00042,-0.00068,-0.00132,-0.00197
0.00018,0.00028,0.00046,0.00069,0.00091,0.00116,0.00148,0.00177,0.00235,0.00314
15.000,40.000
0.00017,0.00023,0.00029,0.00034,0.00036,0.00041,0.00042,0.00049,0.00054,0.00056
-0.00008,-0.00010,-0.00012,-0.00015,-0.00021,-0.00032,-0.00050,-0.00079,-0.00148,-0.00222
0.00026,0.00039,0.00058,0.00083,0.00107,0.00133,0.00167,0.00197,0.00253,0.00333
15.000,45.000
0.00023,0.00029,0.00034,0.00039,0.00041,0.00045,0.00047,0.00053,0.00058,0.00061
-0.00010,-0.00012,-0.00015,-0.00018,-0.00025,-0.00039,-0.00061,-0.00093,-0.00164,-0.00244
0.00038,0.00053,0.00073,0.00098,0.00122,0.00149,0.00184,0.00214,0.00266,0.00346
15.000,50.000
0.00029,0.00034,0.00039,0.00044,0.00046,0.00049,0.00052,0.00057,0.00060,0.00065
-0.00015,-0.00016,-0.00019,-0.00024,-0.00031,-0.00049,-0.00074,-0.00109,-0.00179,-0.00267
0.00051,0.00070,0.00090,0.00113,0.00137,0.00164,0.00197,0.00227,0.00273,0.00352
20.000,-10.000
-0.00038,-0.00035,-0.00032,-0.00029,-0.00026,-0.00023,-0.00023,-0.00020,-0.00017,-0.00014
-0.00007,-0.00007,-0.00007,-0.00006,-0.00004,-0.00004,-0.00004,-0.00004,-0.00003,-0.00003
0.00014,0.00023,0.00039,0.00052,0.00058,0.00046,0.00033,0.00032,0.00036,0.00045
20.000,-5.000
-0.00033,-0.00031,-0.00028,-0.00026,-0.00023,-0.00020,-0.00016,-0.00015,-0.00010,-0.00006
0.00003,0.00002,0.00002,0.00002,0.00002,0.00001,0.0,0.0,0.0,0.00001
0.00009,0.00017,0.00028,0.00039,0.00050,0.00043,0.00027,0.00027,0.00031,0.00036
20.000,0.0
-0.00027,-0.00025,-0.00022,-0.00020,-0.00017,-0.00014,-0.00009,-0.00009,-0.00004,0.00001
0.00008,0.00007,0.00007,0.00006,0.00005,0.00003,0.0,-0.00001,-0.00004,-0.00006
0.00006,0.00013,0.00022,0.00031,0.00043,0.00040,0.00027,0.00030,0.00036,0.00043
20.000,5.000
-0.00018,-0.00016,-0.00013,-0.00011,-0.00008,-0.00005,-0.00001,-0.00001,0.00002,0.00006
0.00006,0.00006,0.00005,0.00004,0.00002,0.0,-0.00004,-0.00010,-0.00018,-0.00025
0.00006,0.00013,0.00022,0.00028,0.00037,0.00038,0.00032,0.00041,0.00053,0.00067
20.000,10.000
-0.00009,-0.00007,-0.00004,-0.00002,0.00001,0.00003,0.00006,0.00006,0.00009,0.00011
0.00004,0.00004,0.00003,0.00002,0.0,-0.00002,-0.00009,-0.00019,-0.00033,-0.00049
0.00006,0.00013,0.00022,0.00028,0.00034,0.00036,0.00042,0.00057,0.00078,0.00105
20.000,13.000
-0.00007,-0.00005,-0.00002,0.0,0.00004,0.00006,0.00010,0.00010,0.00013,0.00016
0.00003,0.00003,0.00002,0.00001,-0.00001,-0.00003,-0.00011,-0.00023,-0.00042,-0.00064
0.00006,0.00013,0.00022,0.00028,0.00035,0.00040,0.00050,0.00068,0.00098,0.00138
20.000,15.000
-0.00006,-0.00004,-0.00001,0.00002,0.00006,0.00008,0.00013,0.00013,0.00016,0.00020
0.00002,0.00002,0.00001,0.0,-0.00001,-0.00004,-0.00012,-0.00026,-0.00048,-0.00075
0.00006,0.00013,0.00022,0.00028,0.00036,0.00044,0.00056,0.00076,0.00112,0.00161
20.000,20.000
-0.00004,-0.00002,0.00001,0.00006,0.00011,0.00014,0.00019,0.00021,0.00024,0.00029
-0.00003,-0.00004,-0.00004,-0.00006,-0.00007,-0.00010,-0.00020,-0.00037,-0.00068,-0.00107
0.00006,0.00013,0.00022,0.00031,0.00043,0.00058,0.00075,0.00099,0.00147,0.00218
20.000,25.000
0.00001,0.00004,0.00008,0.00013,0.00017,0.00022,0.00025,0.00029,0.00033,0.00037
-0.00005,-0.00006,-0.00007,-0.00009,-0.00011,-0.00016,-0.00027,-0.00047,-0.00091,-0.00139
0.00008,0.00016,0.00028,0.00043,0.00059,0.00078,0.00101,0.00127,0.00180,0.00258
20.000,30.000
0.00006,0.00011,0.00016,0.00021,0.00024,0.00029,0.00031,0.00037,0.00042,0.00044
-0.00007,-0.00009,-0.00010,-0.00012,-0.00016,-0.00022,-0.00035,-0.00058,-0.00114,-0.00171
0.00012,0.00021,0.00036,0.00056,0.00076,0.00098,0.00127,0.00155,0.00212,0.00289
20.000,35.000
0.00011,0.00017,0.00023,0.00028,0.00030,0.00035,0.00037,0.00043,0.00049,0.00050
-0.00007,-0.00010,-0.00011,-0.00013,-0.00019,-0.00027,-0.00042,-0.00068,-0.00132,-0.00197
0.00018,0.00028,0.00046,0.00069,0.00091,0.00116,0.00148,0.00177,0.00235,0.00314
20.000,40.000
0.00017,0.00023,0.00029,0.00034,0.00036,0.00041,0.00042,0.00049,0.00054,0.00056
-0.00008,-0.00010,-0.00012,-0.00015,-0.00021,-0.00032,-0.00050,-0.00079,-0.00148,-0.00222
0.00026,0.00039,0.00058,0.00083,0.00107,0.00133,0.00167,0.00197,0.00253,0.00333
20.000,45.000
0.00023,0.00029,0.00034,0.00039,0.00041,0.00045,0.00047,0.00053,0.00058,0.00061
-0.00010,-0.00012,-0.00015,-0.00018,-0.00025,-0.00039,-0.00061,-0.00093,-0.00164,-0.00244
0.00038,0.00053,0.00073,0.00098,0.00122,0.00149,0.00184,0.00214,0.00266,0.00346
20.000,50.000
0.00029,0.00034,0.00039,0.00044,0.00046,0.00049,0.00052,0.00057,0.00060,0.00065
-0.00015,-0.00016,-0.00019,-0.00024,-0.00031,-0.00049,-0.00074,-0.00109,-0.00179,-0.00267
0.00051,0.00070,0.00090,0.00113,0.00137,0.00164,0.00197,0.00227,0.00273,0.00352
